Model,Dataset,Method,Weight,Label,Step,Percentile,AUROC,PRC,Precision,Recall,F1 score,Accuracy,Sensitivity,Specificity,Random Seed,Date
ganomaly.GANomaly,material,fm_1,paper,0,3216,15.2857364654541,0.9807,0.9836008094726463,0.8166666666666667,0.98,0.890909090909091,0.88,0.98,0.78,652016,Wed Mar 11 23:45:50 2020
ganomaly.GANomaly,material,fm_1,paper,0,3216,15.494325714111326,0.9807,0.9836008094726463,0.8448275862068966,0.98,0.9074074074074074,0.9,0.98,0.82,652016,Wed Mar 11 23:45:50 2020
ganomaly.GANomaly,material,fm_1,paper,0,3216,15.716215591430664,0.9807,0.9836008094726463,0.8660714285714286,0.97,0.9150943396226415,0.91,0.97,0.85,652016,Wed Mar 11 23:45:50 2020
ganomaly.GANomaly,material,fm_1,paper,0,3216,15.849557075500488,0.9807,0.9836008094726463,0.8888888888888888,0.96,0.923076923076923,0.92,0.96,0.88,652016,Wed Mar 11 23:45:50 2020
ganomaly.GANomaly,material,fm_1,paper,0,3216,16.235825805664064,0.9807,0.9836008094726463,0.9038461538461539,0.94,0.9215686274509804,0.92,0.94,0.9,652016,Wed Mar 11 23:45:50 2020
ganomaly.GANomaly,material,fm_1,paper,0,3216,16.45508283615112,0.9807,0.9836008094726463,0.9215686274509803,0.94,0.9306930693069307,0.93,0.94,0.92,652016,Wed Mar 11 23:45:50 2020
ganomaly.GANomaly,material,fm_1,paper,0,3216,16.6925106048584,0.9807,0.9836008094726463,0.93,0.93,0.93,0.93,0.93,0.93,652016,Wed Mar 11 23:45:50 2020
ganomaly.GANomaly,material,fm_1,paper,0,3216,16.97951705932617,0.9807,0.9836008094726463,0.9479166666666666,0.91,0.9285714285714285,0.93,0.91,0.95,652016,Wed Mar 11 23:45:50 2020
ganomaly.GANomaly,material,fm_1,paper,0,3216,17.38290126800537,0.9807,0.9836008094726463,0.9565217391304348,0.88,0.9166666666666666,0.92,0.88,0.96,652016,Wed Mar 11 23:45:50 2020
ganomaly.GANomaly,material,fm_1,paper,0,3216,17.985361251831065,0.9807,0.9836008094726463,0.9659090909090909,0.85,0.9042553191489362,0.91,0.85,0.97,652016,Wed Mar 11 23:45:50 2020
ganomaly.GANomaly,material,fm_2,paper,0,3216,1.1882318973541262,0.9782,0.9821574863419542,0.8166666666666667,0.98,0.890909090909091,0.88,0.98,0.78,652016,Wed Mar 11 23:45:51 2020
ganomaly.GANomaly,material,fm_2,paper,0,3216,1.2040668606758118,0.9782,0.9821574863419542,0.8448275862068966,0.98,0.9074074074074074,0.9,0.98,0.82,652016,Wed Mar 11 23:45:51 2020
ganomaly.GANomaly,material,fm_2,paper,0,3216,1.2314686346054078,0.9782,0.9821574863419542,0.8571428571428571,0.96,0.9056603773584904,0.9,0.96,0.84,652016,Wed Mar 11 23:45:51 2020
ganomaly.GANomaly,material,fm_2,paper,0,3216,1.24026718378067,0.9782,0.9821574863419542,0.8796296296296297,0.95,0.9134615384615385,0.91,0.95,0.87,652016,Wed Mar 11 23:45:51 2020
ganomaly.GANomaly,material,fm_2,paper,0,3216,1.2578759717941284,0.9782,0.9821574863419542,0.9134615384615384,0.95,0.9313725490196078,0.93,0.95,0.91,652016,Wed Mar 11 23:45:51 2020
ganomaly.GANomaly,material,fm_2,paper,0,3216,1.2823980844020844,0.9782,0.9821574863419542,0.9215686274509803,0.94,0.9306930693069307,0.93,0.94,0.92,652016,Wed Mar 11 23:45:51 2020
ganomaly.GANomaly,material,fm_2,paper,0,3216,1.2951394319534302,0.9782,0.9821574863419542,0.94,0.94,0.94,0.94,0.94,0.94,652016,Wed Mar 11 23:45:51 2020
ganomaly.GANomaly,material,fm_2,paper,0,3216,1.3167420721054077,0.9782,0.9821574863419542,0.9479166666666666,0.91,0.9285714285714285,0.93,0.91,0.95,652016,Wed Mar 11 23:45:51 2020
ganomaly.GANomaly,material,fm_2,paper,0,3216,1.3544174814224244,0.9782,0.9821574863419542,0.9565217391304348,0.88,0.9166666666666666,0.92,0.88,0.96,652016,Wed Mar 11 23:45:51 2020
ganomaly.GANomaly,material,fm_2,paper,0,3216,1.3940112781524663,0.9782,0.9821574863419542,0.9659090909090909,0.85,0.9042553191489362,0.91,0.85,0.97,652016,Wed Mar 11 23:45:51 2020
ganomaly.GANomaly,material,l1,paper,0,3216,2.6594305992126466,0.9634,0.9694204943754166,0.775,0.93,0.8454545454545456,0.83,0.93,0.73,652016,Wed Mar 11 23:45:52 2020
ganomaly.GANomaly,material,l1,paper,0,3216,2.675895972251892,0.9634,0.9694204943754166,0.8017241379310345,0.93,0.8611111111111112,0.85,0.93,0.77,652016,Wed Mar 11 23:45:52 2020
ganomaly.GANomaly,material,l1,paper,0,3216,2.7052697277069093,0.9634,0.9694204943754166,0.8303571428571429,0.93,0.8773584905660378,0.87,0.93,0.81,652016,Wed Mar 11 23:45:52 2020
ganomaly.GANomaly,material,l1,paper,0,3216,2.741258172988892,0.9634,0.9694204943754166,0.8518518518518519,0.92,0.8846153846153846,0.88,0.92,0.84,652016,Wed Mar 11 23:45:52 2020
ganomaly.GANomaly,material,l1,paper,0,3216,2.7629565715789797,0.9634,0.9694204943754166,0.8653846153846154,0.9,0.8823529411764707,0.88,0.9,0.86,652016,Wed Mar 11 23:45:52 2020
ganomaly.GANomaly,material,l1,paper,0,3216,2.8110162019729614,0.9634,0.9694204943754166,0.8823529411764706,0.9,0.8910891089108911,0.89,0.9,0.88,652016,Wed Mar 11 23:45:52 2020
ganomaly.GANomaly,material,l1,paper,0,3216,2.8343268632888794,0.9634,0.9694204943754166,0.89,0.89,0.89,0.89,0.89,0.89,652016,Wed Mar 11 23:45:52 2020
ganomaly.GANomaly,material,l1,paper,0,3216,2.992534980773926,0.9634,0.9694204943754166,0.9166666666666666,0.88,0.8979591836734694,0.9,0.88,0.92,652016,Wed Mar 11 23:45:52 2020
ganomaly.GANomaly,material,l1,paper,0,3216,3.081102552413941,0.9634,0.9694204943754166,0.9347826086956522,0.86,0.8958333333333334,0.9,0.86,0.94,652016,Wed Mar 11 23:45:52 2020
ganomaly.GANomaly,material,l1,paper,0,3216,3.217698745727539,0.9634,0.9694204943754166,0.9659090909090909,0.85,0.9042553191489362,0.91,0.85,0.97,652016,Wed Mar 11 23:45:52 2020
ganomaly.GANomaly,material,l2,paper,0,3216,0.5820385575294496,0.9482,0.9551979319497236,0.7666666666666667,0.92,0.8363636363636363,0.82,0.92,0.72,652016,Wed Mar 11 23:45:52 2020
ganomaly.GANomaly,material,l2,paper,0,3216,0.5912181460857391,0.9482,0.9551979319497236,0.7844827586206896,0.91,0.8425925925925926,0.83,0.91,0.75,652016,Wed Mar 11 23:45:52 2020
ganomaly.GANomaly,material,l2,paper,0,3216,0.5979320359230041,0.9482,0.9551979319497236,0.8035714285714286,0.9,0.8490566037735849,0.84,0.9,0.78,652016,Wed Mar 11 23:45:52 2020
ganomaly.GANomaly,material,l2,paper,0,3216,0.6056527614593505,0.9482,0.9551979319497236,0.8240740740740741,0.89,0.8557692307692307,0.85,0.89,0.81,652016,Wed Mar 11 23:45:52 2020
ganomaly.GANomaly,material,l2,paper,0,3216,0.6253489613533021,0.9482,0.9551979319497236,0.8461538461538461,0.88,0.8627450980392156,0.86,0.88,0.84,652016,Wed Mar 11 23:45:52 2020
ganomaly.GANomaly,material,l2,paper,0,3216,0.6289283800125123,0.9482,0.9551979319497236,0.8529411764705882,0.87,0.8613861386138614,0.86,0.87,0.85,652016,Wed Mar 11 23:45:52 2020
ganomaly.GANomaly,material,l2,paper,0,3216,0.6374045610427856,0.9482,0.9551979319497236,0.86,0.86,0.8599999999999999,0.86,0.86,0.86,652016,Wed Mar 11 23:45:52 2020
ganomaly.GANomaly,material,l2,paper,0,3216,0.6700509810447692,0.9482,0.9551979319497236,0.875,0.84,0.8571428571428572,0.86,0.84,0.88,652016,Wed Mar 11 23:45:52 2020
ganomaly.GANomaly,material,l2,paper,0,3216,0.7152605831623078,0.9482,0.9551979319497236,0.8913043478260869,0.82,0.8541666666666666,0.86,0.82,0.9,652016,Wed Mar 11 23:45:52 2020
ganomaly.GANomaly,material,l2,paper,0,3216,0.7365570735931397,0.9482,0.9551979319497236,0.9204545454545454,0.81,0.8617021276595745,0.87,0.81,0.93,652016,Wed Mar 11 23:45:52 2020
ganomaly.GANomaly,material,cs,paper,0,3216,0.9673714637756348,0.7224,0.7733631902348863,0.5833333333333334,0.7,0.6363636363636365,0.6,0.7,0.5,652016,Wed Mar 11 23:45:53 2020
ganomaly.GANomaly,material,cs,paper,0,3216,0.967509948015213,0.7224,0.7733631902348863,0.5775862068965517,0.67,0.6203703703703703,0.59,0.67,0.51,652016,Wed Mar 11 23:45:53 2020
ganomaly.GANomaly,material,cs,paper,0,3216,0.9675765419006347,0.7224,0.7733631902348863,0.5982142857142857,0.67,0.6320754716981132,0.61,0.67,0.55,652016,Wed Mar 11 23:45:53 2020
ganomaly.GANomaly,material,cs,paper,0,3216,0.967684599161148,0.7224,0.7733631902348863,0.6111111111111112,0.66,0.6346153846153846,0.62,0.66,0.58,652016,Wed Mar 11 23:45:53 2020
ganomaly.GANomaly,material,cs,paper,0,3216,0.9677823758125306,0.7224,0.7733631902348863,0.625,0.65,0.6372549019607844,0.63,0.65,0.61,652016,Wed Mar 11 23:45:53 2020
ganomaly.GANomaly,material,cs,paper,0,3216,0.9678031641244889,0.7224,0.7733631902348863,0.6372549019607843,0.65,0.6435643564356436,0.64,0.65,0.63,652016,Wed Mar 11 23:45:53 2020
ganomaly.GANomaly,material,cs,paper,0,3216,0.9678510129451752,0.7224,0.7733631902348863,0.63,0.63,0.63,0.63,0.63,0.63,652016,Wed Mar 11 23:45:53 2020
ganomaly.GANomaly,material,cs,paper,0,3216,0.9680041193962097,0.7224,0.7733631902348863,0.6458333333333334,0.62,0.6326530612244898,0.64,0.62,0.66,652016,Wed Mar 11 23:45:53 2020
ganomaly.GANomaly,material,cs,paper,0,3216,0.9680791687965393,0.7224,0.7733631902348863,0.6521739130434783,0.6,0.6250000000000001,0.64,0.6,0.68,652016,Wed Mar 11 23:45:53 2020
ganomaly.GANomaly,material,cs,paper,0,3216,0.9681881904602051,0.7224,0.7733631902348863,0.6590909090909091,0.58,0.6170212765957446,0.64,0.58,0.7,652016,Wed Mar 11 23:45:53 2020
